timestamp,open,high,low,close
2023-01-09 09:00:00+00:00,129.6,130.5,129.6,130.29
2023-01-09 10:00:00+00:00,130.26,130.5,130.15,130.25
2023-01-09 11:00:00+00:00,130.21,130.35,130.02,130.22
2023-01-09 12:00:00+00:00,130.25,130.4,130.16,130.25
2023-01-09 13:00:00+00:00,130.2,130.63,129.955,130.2
2023-01-09 14:00:00+00:00,130.24,132.06,130.13,132.015
2023-01-09 15:00:00+00:00,132.01,133.14,131.96,132.74
2023-01-09 16:00:00+00:00,132.74,133.41,132.67,132.945
2023-01-09 17:00:00+00:00,132.94,132.955,132.25,132.459
2023-01-09 18:00:00+00:00,132.46,132.64,131.19,131.395
2023-01-09 19:00:00+00:00,131.39,131.726,130.59,130.67
2023-01-09 20:00:00+00:00,130.68,130.82,129.89,130.19
2023-01-09 21:00:00+00:00,130.19,131.709,130.04,130.1
2023-01-09 22:00:00+00:00,130.12,130.12,130.03,130.04
2023-01-09 23:00:00+00:00,130.05,130.07,129.95,130.04
2023-01-10 00:00:00+00:00,130.01,130.04,129.76,129.85
2023-01-10 09:00:00+00:00,130.02,130.28,129.84,130.13
2023-01-10 10:00:00+00:00,130.17,130.5,130.1,130.5
2023-01-10 11:00:00+00:00,130.44,130.46,130.01,130.12
2023-01-10 12:00:00+00:00,130.12,130.12,129.32,129.75
2023-01-10 13:00:00+00:00,130.0334,130.4385,129.3,129.85
2023-01-10 14:00:00+00:00,129.88,131.2636,129.51,129.99
2023-01-10 15:00:00+00:00,129.99,130.8367,128.12,129.09
2023-01-10 16:00:00+00:00,129.1,129.23,128.66,128.88
2023-01-10 17:00:00+00:00,128.87,129.86,128.45,129.73
2023-01-10 18:00:00+00:00,129.73,130.27,129.42,130.225
2023-01-10 19:00:00+00:00,130.23,130.69,129.98,130.115
2023-01-10 20:00:00+00:00,130.115,130.75,129.76,130.75
2023-01-10 21:00:00+00:00,130.75,130.8,130.66,130.7
2023-01-10 22:00:00+00:00,130.71,130.76,130.7,130.72
2023-01-10 23:00:00+00:00,130.72,130.76,130.58,130.75
2023-01-11 00:00:00+00:00,130.75,130.99,130.75,130.97
2023-01-11 09:00:00+00:00,130.95,131.3,130.8,131.05
2023-01-11 10:00:00+00:00,131.21,131.32,130.96,130.96
2023-01-11 11:00:00+00:00,130.96,131.18,130.8,130.8
2023-01-11 12:00:00+00:00,130.88,130.94,130.46,130.7
2023-01-11 13:00:00+00:00,130.85,131.68,130.404,131.5
2023-01-11 14:00:00+00:00,131.5,131.59,130.46,130.8781
2023-01-11 15:00:00+00:00,130.895,132.1084,130.49,131.475
2023-01-11 16:00:00+00:00,131.48,132.37,131.375,132.29
2023-01-11 17:00:00+00:00,132.3,132.93,132.2296,132.75
2023-01-11 18:00:00+00:00,132.76,133.24,132.21,132.4001
2023-01-11 19:00:00+00:00,132.41,132.87,132.165,132.5299
2023-01-11 20:00:00+00:00,132.53,133.51,132.495,133.48
2023-01-11 21:00:00+00:00,133.48,133.5,133.14,133.43
2023-01-11 22:00:00+00:00,133.42,133.47,133.35,133.44
2023-01-11 23:00:00+00:00,133.44,133.47,133.36,133.44
2023-01-12 00:00:00+00:00,133.45,133.49,133.39,133.49
2023-01-12 09:00:00+00:00,134.0,134.0,133.32,133.8
2023-01-12 10:00:00+00:00,133.75,133.75,133.41,133.64
2023-01-12 11:00:00+00:00,133.63,133.69,133.42,133.64
2023-01-12 12:00:00+00:00,133.64,134.16,133.5,134.16
2023-01-12 13:00:00+00:00,133.6302,134.61,131.5,134.33
2023-01-12 14:00:00+00:00,134.35,134.66,131.44,132.3
2023-01-12 15:00:00+00:00,132.3,133.795,132.15,132.445
2023-01-12 16:00:00+00:00,132.45,133.1705,131.99,133.08
2023-01-12 17:00:00+00:00,133.08,134.22,132.815,133.72
2023-01-12 18:00:00+00:00,133.715,134.19,132.42,134.025
2023-01-12 19:00:00+00:00,134.02,134.11,133.01,133.3501
2023-01-12 20:00:00+00:00,133.355,133.56,132.77,133.385
2023-01-12 21:00:00+00:00,133.385,133.45,133.1501,133.22
2023-01-12 22:00:00+00:00,133.2,133.5,133.18,133.201
2023-01-12 23:00:00+00:00,133.2,133.27,133.13,133.2
2023-01-13 00:00:00+00:00,133.19,133.25,133.12,133.12
2023-01-13 09:00:00+00:00,133.43,133.6,133.06,133.37
2023-01-13 10:00:00+00:00,133.3,133.34,133.14,133.16
2023-01-13 11:00:00+00:00,133.06,133.12,132.6,132.78
2023-01-13 12:00:00+00:00,132.89,132.89,132.13,132.15
2023-01-13 13:00:00+00:00,132.8,133.41,131.82,132.02
2023-01-13 14:00:00+00:00,132.02,132.9328,131.66,132.565
2023-01-13 15:00:00+00:00,132.54,133.97,132.4,133.75
2023-01-13 16:00:00+00:00,133.75,133.96,132.755,133.2131
2023-01-13 17:00:00+00:00,133.21,133.6,133.1301,133.539
2023-01-13 18:00:00+00:00,133.54,134.38,133.3,134.1365
2023-01-13 19:00:00+00:00,134.14,134.42,133.89,134.1309
2023-01-13 20:00:00+00:00,134.14,134.92,134.07,134.7
2023-01-13 21:00:00+00:00,134.7,134.78,134.42,134.52
2023-01-13 22:00:00+00:00,134.59,134.63,134.52,134.59
2023-01-13 23:00:00+00:00,134.58,134.59,134.52,134.56
2023-01-14 00:00:00+00:00,134.53,134.6,134.5,134.55
2023-01-17 09:00:00+00:00,134.53,135.66,134.15,134.2
2023-01-17 10:00:00+00:00,134.24,134.55,134.15,134.55
2023-01-17 11:00:00+00:00,134.52,134.6,134.39,134.46
2023-01-17 12:00:00+00:00,134.57,134.9,134.48,134.67
2023-01-17 13:00:00+00:00,134.57,135.41,133.51,135.22
2023-01-17 14:00:00+00:00,135.24,135.61,134.13,135.19
2023-01-17 15:00:00+00:00,135.19,137.29,135.19,135.54
2023-01-17 16:00:00+00:00,135.535,136.14,134.68,135.86
2023-01-17 17:00:00+00:00,135.87,136.28,135.31,136.25
2023-01-17 18:00:00+00:00,136.24,136.4,135.91,136.055
2023-01-17 19:00:00+00:00,136.06,136.0899,135.4,135.9075
2023-01-17 20:00:00+00:00,135.895,136.08,135.6,135.93
2023-01-17 21:00:00+00:00,135.91,136.05,135.9,136.02
2023-01-17 22:00:00+00:00,136.0197,136.02,135.91,135.97
2023-01-17 23:00:00+00:00,135.93,135.94,135.49,135.6
2023-01-18 00:00:00+00:00,135.62,135.62,135.49,135.5
2023-01-18 09:00:00+00:00,136.28,136.3,136.07,136.17
2023-01-18 10:00:00+00:00,136.18,136.45,136.02,136.41
2023-01-18 11:00:00+00:00,136.44,136.57,136.32,136.57
2023-01-18 12:00:00+00:00,136.52,136.88,136.43,136.88
2023-01-18 13:00:00+00:00,136.5995,137.2699,135.601,136.96
2023-01-18 14:00:00+00:00,136.92,138.0,136.68,137.98
2023-01-18 15:00:00+00:00,137.98,138.61,136.55,137.055
2023-01-18 16:00:00+00:00,137.05,137.3699,135.8,136.1559
2023-01-18 17:00:00+00:00,136.1578,136.2799,135.42,135.7
2023-01-18 18:00:00+00:00,135.7,136.27,135.33,136.06
2023-01-18 19:00:00+00:00,136.07,136.16,135.65,135.805
2023-01-18 20:00:00+00:00,135.8,136.11,135.03,135.2
2023-01-18 21:00:00+00:00,135.2,135.25,134.9,135.05
2023-01-18 22:00:00+00:00,135.05,135.07,134.7617,134.86
2023-01-18 23:00:00+00:00,134.9,135.16,134.76,134.79
2023-01-19 00:00:00+00:00,134.79,134.8,134.4,134.44
2023-01-19 09:00:00+00:00,134.52,134.9,134.31,134.4
2023-01-19 10:00:00+00:00,134.45,134.53,134.22,134.31
2023-01-19 11:00:00+00:00,134.29,134.3,133.63,133.79
2023-01-19 12:00:00+00:00,133.78,133.89,133.38,133.52
2023-01-19 13:00:00+00:00,133.69,134.872,133.22,133.82
2023-01-19 14:00:00+00:00,133.82,135.325,133.65,135.06
2023-01-19 15:00:00+00:00,135.05,135.0686,133.77,134.0999
2023-01-19 16:00:00+00:00,134.11,135.39,134.05,134.4
2023-01-19 17:00:00+00:00,134.39,134.83,134.27,134.598
2023-01-19 18:00:00+00:00,134.6,135.55,134.5873,135.28
2023-01-19 19:00:00+00:00,135.27,136.25,135.06,135.925
2023-01-19 20:00:00+00:00,135.94,136.05,135.1,135.2822
2023-01-19 21:00:00+00:00,135.27,136.0,135.26,135.72
2023-01-19 22:00:00+00:00,135.73,135.74,135.51,135.72
2023-01-19 23:00:00+00:00,135.78,135.86,135.42,135.55
2023-01-20 00:00:00+00:00,135.56,135.56,135.16,135.55
2023-01-20 09:00:00+00:00,135.6,135.63,135.24,135.24
2023-01-20 10:00:00+00:00,135.25,135.4,135.18,135.4
2023-01-20 11:00:00+00:00,135.44,135.56,135.13,135.27
2023-01-20 12:00:00+00:00,135.36,136.29,135.36,136.17
2023-01-20 13:00:00+00:00,135.85,136.29,134.932,135.46
2023-01-20 14:00:00+00:00,135.48,136.0,134.22,134.6012
2023-01-20 15:00:00+00:00,134.61,135.4897,134.32,135.01
2023-01-20 16:00:00+00:00,135.02,135.6718,135.0,135.3063
2023-01-20 17:00:00+00:00,135.31,135.95,135.305,135.77
2023-01-20 18:00:00+00:00,135.7689,136.85,135.38,136.8301
2023-01-20 19:00:00+00:00,136.84,137.28,136.64,137.17
2023-01-20 20:00:00+00:00,137.17,138.02,137.1342,137.84
2023-01-20 21:00:00+00:00,137.86,137.98,136.55,137.9
2023-01-20 22:00:00+00:00,137.89,137.93,137.8216,137.88
2023-01-20 23:00:00+00:00,137.86,137.93,137.8,137.9
2023-01-21 00:00:00+00:00,137.91,138.18,137.91,138.1
2023-01-23 09:00:00+00:00,138.5,138.5,137.56,137.73
2023-01-23 10:00:00+00:00,137.74,137.83,137.22,137.41
2023-01-23 11:00:00+00:00,137.39,137.6,137.3,137.42
2023-01-23 12:00:00+00:00,137.54,138.13,137.41,137.87
2023-01-23 13:00:00+00:00,137.5135,138.44,137.4285,138.03
2023-01-23 14:00:00+00:00,138.06,140.0,137.8,139.87
2023-01-23 15:00:00+00:00,139.88,141.48,139.57,141.2152
2023-01-23 16:00:00+00:00,141.21,143.315,141.12,142.9
2023-01-23 17:00:00+00:00,142.9,142.9,141.94,142.16
2023-01-23 18:00:00+00:00,142.15,142.49,141.88,141.95
2023-01-23 19:00:00+00:00,141.96,141.98,140.614,140.98
2023-01-23 20:00:00+00:00,140.98,141.26,140.36,141.1
2023-01-23 21:00:00+00:00,141.09,141.1782,140.9,141.13
2023-01-23 22:00:00+00:00,141.1008,141.14,141.07,141.1
2023-01-23 23:00:00+00:00,141.11,141.13,140.97,141.05
2023-01-24 00:00:00+00:00,141.03,141.13,141.0,141.11
2023-01-24 09:00:00+00:00,141.21,141.21,140.6,141.11
2023-01-24 10:00:00+00:00,141.1,141.17,140.84,141.0
2023-01-24 11:00:00+00:00,140.96,140.96,140.5,140.5
2023-01-24 12:00:00+00:00,140.5,140.65,140.3,140.44
2023-01-24 13:00:00+00:00,140.44,140.59,139.59,139.85
2023-01-24 14:00:00+00:00,139.85,142.13,139.72,141.445
2023-01-24 15:00:00+00:00,141.46,142.31,141.09,142.255
2023-01-24 16:00:00+00:00,142.26,142.498,141.76,142.1
2023-01-24 17:00:00+00:00,142.095,142.87,141.81,142.47
2023-01-24 18:00:00+00:00,142.47,143.16,142.048,142.655
2023-01-24 19:00:00+00:00,142.65,142.8,142.2,142.445
2023-01-24 20:00:00+00:00,142.45,142.72,141.905,142.5
2023-01-24 21:00:00+00:00,142.53,143.41,142.52,142.84
2023-01-24 22:00:00+00:00,142.89,143.02,142.65,142.73
2023-01-24 23:00:00+00:00,142.76,142.86,141.69,142.0
2023-01-25 00:00:00+00:00,142.0,142.33,141.81,141.82
2023-01-25 09:00:00+00:00,141.93,141.93,141.55,141.55
2023-01-25 10:00:00+00:00,141.42,141.5,140.94,141.3
2023-01-25 11:00:00+00:00,141.16,141.45,140.93,141.04
2023-01-25 12:00:00+00:00,141.05,141.49,140.91,141.33
2023-01-25 13:00:00+00:00,141.29,142.89,140.75,140.85
2023-01-25 14:00:00+00:00,140.92,141.2,139.48,139.7145
2023-01-25 15:00:00+00:00,139.72,140.46,138.81,139.315
2023-01-25 16:00:00+00:00,139.315,140.84,139.15,140.4807
2023-01-25 17:00:00+00:00,140.4811,140.7099,140.12,140.44
2023-01-25 18:00:00+00:00,140.44,141.328,140.4088,141.08
2023-01-25 19:00:00+00:00,141.08,141.97,140.9609,141.79
2023-01-25 20:00:00+00:00,141.8,142.43,141.275,141.8501
2023-01-25 21:00:00+00:00,141.85,141.98,141.16,141.61
2023-01-25 22:00:00+00:00,141.57,141.68,141.36,141.47
2023-01-25 23:00:00+00:00,141.5,142.08,141.5,142.0
2023-01-26 00:00:00+00:00,142.04,142.15,142.0,142.06
2023-01-26 09:00:00+00:00,142.9,142.95,142.21,142.32
2023-01-26 10:00:00+00:00,142.31,142.65,142.29,142.61
2023-01-26 11:00:00+00:00,142.63,142.74,142.49,142.55
2023-01-26 12:00:00+00:00,142.59,143.42,142.44,143.31
2023-01-26 13:00:00+00:00,142.6,143.4,142.1,143.07
2023-01-26 14:00:00+00:00,143.05,144.25,142.78,143.25
2023-01-26 15:00:00+00:00,143.26,143.99,142.26,142.39
2023-01-26 16:00:00+00:00,142.39,142.86,141.9,142.6799
2023-01-26 17:00:00+00:00,142.68,143.27,142.59,142.81
2023-01-26 18:00:00+00:00,142.82,143.43,142.49,143.15
2023-01-26 19:00:00+00:00,143.15,143.8325,142.93,143.5204
2023-01-26 20:00:00+00:00,143.53,144.04,143.25,143.92
2023-01-26 21:00:00+00:00,143.93,144.0,143.54,143.64
2023-01-26 22:00:00+00:00,143.65,143.96,143.41,143.48
2023-01-26 23:00:00+00:00,143.48,143.6,143.41,143.45
2023-01-27 00:00:00+00:00,143.44,143.77,143.43,143.69
2023-01-27 09:00:00+00:00,143.48,143.57,143.1,143.4
2023-01-27 10:00:00+00:00,143.48,143.49,143.29,143.39
2023-01-27 11:00:00+00:00,143.48,143.5,143.27,143.45
2023-01-27 12:00:00+00:00,143.45,143.69,143.3,143.57
2023-01-27 13:00:00+00:00,143.65,143.99,143.0,143.64
2023-01-27 14:00:00+00:00,143.64,145.21,143.0,144.6999
2023-01-27 15:00:00+00:00,144.71,145.525,144.38,144.68
2023-01-27 16:00:00+00:00,144.7,146.19,144.61,146.05
2023-01-27 17:00:00+00:00,146.05,146.89,145.92,146.37
2023-01-27 18:00:00+00:00,146.3601,146.56,145.99,146.35
2023-01-27 19:00:00+00:00,146.35,147.02,146.25,146.9
2023-01-27 20:00:00+00:00,146.895,147.23,145.8,145.97
2023-01-27 21:00:00+00:00,145.93,146.04,145.855,145.98
2023-01-27 22:00:00+00:00,145.96,145.96,145.81,145.86
2023-01-27 23:00:00+00:00,145.85,145.9,145.83,145.89
2023-01-28 00:00:00+00:00,145.88,145.98,145.84,145.9
2023-01-30 09:00:00+00:00,145.54,145.54,143.92,144.13
2023-01-30 10:00:00+00:00,144.12,144.16,143.97,144.0
2023-01-30 11:00:00+00:00,144.03,144.07,143.56,143.93
2023-01-30 12:00:00+00:00,143.95,144.89,143.95,144.8
2023-01-30 13:00:00+00:00,144.31,145.64,144.0,144.859
2023-01-30 14:00:00+00:00,144.8573,145.55,144.171,145.185
2023-01-30 15:00:00+00:00,145.18,145.35,143.37,143.995
2023-01-30 16:00:00+00:00,143.99,144.32,143.5,144.1882
2023-01-30 17:00:00+00:00,144.18,144.26,143.15,143.415
2023-01-30 18:00:00+00:00,143.41,143.82,143.01,143.375
2023-01-30 19:00:00+00:00,143.3703,143.5899,142.881,143.19
2023-01-30 20:00:00+00:00,143.19,143.52,142.85,143.03
2023-01-30 21:00:00+00:00,143.0,143.4584,142.9967,143.11
2023-01-30 22:00:00+00:00,143.12,144.9,142.94,142.95
2023-01-30 23:00:00+00:00,143.06,143.32,143.03,143.2
2023-01-31 00:00:00+00:00,143.2,143.2,143.0,143.0
2023-01-31 09:00:00+00:00,142.67,142.67,142.05,142.2
2023-01-31 10:00:00+00:00,142.08,142.12,141.58,141.61
2023-01-31 11:00:00+00:00,141.56,141.94,141.45,141.93
2023-01-31 12:00:00+00:00,141.95,142.58,141.95,142.48
2023-01-31 13:00:00+00:00,142.32,143.6398,141.6515,143.26
2023-01-31 14:00:00+00:00,143.3,143.75,142.28,142.6456
2023-01-31 15:00:00+00:00,142.65,143.35,142.41,143.16
2023-01-31 16:00:00+00:00,143.17,143.64,142.99,143.2583
2023-01-31 17:00:00+00:00,143.26,143.66,142.98,143.535
2023-01-31 18:00:00+00:00,143.54,143.74,143.16,143.63
2023-01-31 19:00:00+00:00,143.625,144.0,143.53,143.86
2023-01-31 20:00:00+00:00,143.87,144.34,143.12,144.3
2023-01-31 21:00:00+00:00,144.3,144.43,143.69,143.73
2023-01-31 22:00:00+00:00,143.73,144.08,143.72,143.8801
2023-01-31 23:00:00+00:00,143.91,143.91,143.77,143.81
2023-02-01 00:00:00+00:00,143.81,143.94,143.64,143.8
2023-02-01 09:00:00+00:00,144.29,144.29,144.01,144.08
2023-02-01 10:00:00+00:00,144.14,144.18,143.9,143.93
2023-02-01 11:00:00+00:00,144.0,144.1,143.96,144.1
2023-02-01 12:00:00+00:00,144.06,144.4,144.05,144.34
2023-02-01 13:00:00+00:00,144.12,144.44,143.8,144.1761
2023-02-01 14:00:00+00:00,144.2,144.36,142.59,143.19
2023-02-01 15:00:00+00:00,143.19,143.3999,142.35,142.59
2023-02-01 16:00:00+00:00,142.59,143.02,142.255,142.34
2023-02-01 17:00:00+00:00,142.34,142.44,141.72,142.19
2023-02-01 18:00:00+00:00,142.18,142.71,141.84,142.48
2023-02-01 19:00:00+00:00,142.4493,145.17,141.32,144.355
2023-02-01 20:00:00+00:00,144.37,146.61,144.33,145.46
2023-02-01 21:00:00+00:00,145.45,146.25,144.71,145.69
2023-02-01 22:00:00+00:00,145.6899,146.2,145.62,145.99
2023-02-01 23:00:00+00:00,145.99,146.3,145.88,146.0
2023-02-02 00:00:00+00:00,146.0,146.1,145.62,146.07
2023-02-02 09:00:00+00:00,147.14,147.49,146.56,146.98
2023-02-02 10:00:00+00:00,146.98,147.15,146.83,146.96
2023-02-02 11:00:00+00:00,147.0,147.09,146.7,146.94
2023-02-02 12:00:00+00:00,146.95,147.7,146.7,147.69
2023-02-02 13:00:00+00:00,147.66,148.38,146.0,148.33
2023-02-02 14:00:00+00:00,148.33,149.51,148.06,148.59
2023-02-02 15:00:00+00:00,148.5888,150.5,148.17,150.1508
2023-02-02 16:00:00+00:00,150.16,150.44,149.57,149.76
2023-02-02 17:00:00+00:00,149.77,150.28,149.43,149.92
2023-02-02 18:00:00+00:00,149.93,150.99,149.9,150.955
2023-02-02 19:00:00+00:00,150.955,151.18,148.95,149.045
2023-02-02 20:00:00+00:00,149.05,150.92,148.72,150.92
2023-02-02 21:00:00+00:00,150.93,152.0795,142.3,145.0
2023-02-02 22:00:00+00:00,144.9,151.51,143.95,149.8799
2023-02-02 23:00:00+00:00,149.77,149.89,145.75,145.9
2023-02-03 00:00:00+00:00,145.8501,146.22,145.17,145.99
2023-02-03 09:00:00+00:00,145.45,146.24,144.8,146.05
2023-02-03 10:00:00+00:00,146.01,146.2,145.65,145.78
2023-02-03 11:00:00+00:00,145.77,146.93,145.51,146.71
2023-02-03 12:00:00+00:00,146.71,149.0,146.63,148.4
2023-02-03 13:00:00+00:00,147.62,150.09,144.0,147.74
2023-02-03 14:00:00+00:00,147.76,153.45,147.5,153.25
2023-02-03 15:00:00+00:00,153.24,157.38,152.57,155.77
2023-02-03 16:00:00+00:00,155.79,157.2,155.52,155.72
2023-02-03 17:00:00+00:00,155.72,156.9899,154.44,154.5789
2023-02-03 18:00:00+00:00,154.58,155.84,154.265,155.3464
2023-02-03 19:00:00+00:00,155.35,155.69,154.4,154.68
2023-02-03 20:00:00+00:00,154.68,155.325,154.09,154.5
2023-02-03 21:00:00+00:00,154.495,154.77,154.11,154.435
2023-02-03 22:00:00+00:00,154.43,154.5,154.03,154.2
2023-02-03 23:00:00+00:00,154.15,154.35,154.05,154.28
2023-02-04 00:00:00+00:00,154.29,154.39,154.25,154.39
2023-02-06 09:00:00+00:00,153.51,153.51,152.87,152.96
2023-02-06 10:00:00+00:00,153.03,153.04,152.65,152.93
2023-02-06 11:00:00+00:00,152.84,152.93,152.5,152.7
2023-02-06 12:00:00+00:00,152.85,153.24,152.6,152.97
2023-02-06 13:00:00+00:00,152.9731,154.114,152.55,152.87
2023-02-06 14:00:00+00:00,152.89,153.24,151.71,152.48
2023-02-06 15:00:00+00:00,152.48,152.7101,150.9,152.27
2023-02-06 16:00:00+00:00,152.28,153.1,151.98,152.04
2023-02-06 17:00:00+00:00,152.0301,152.79,151.81,152.428
2023-02-06 18:00:00+00:00,152.42,152.5194,151.585,152.154
2023-02-06 19:00:00+00:00,152.159,152.52,151.51,151.645
2023-02-06 20:00:00+00:00,151.64,151.91,150.78,151.68
2023-02-06 21:00:00+00:00,151.68,152.03,151.58,151.65
2023-02-06 22:00:00+00:00,151.67,151.73,151.63,151.7
2023-02-06 23:00:00+00:00,151.68,151.89,151.64,151.74
2023-02-07 00:00:00+00:00,151.82,152.0,151.82,151.98
2023-02-07 09:00:00+00:00,151.79,152.09,151.67,151.96
2023-02-07 10:00:00+00:00,152.01,152.01,151.7,151.7
2023-02-07 11:00:00+00:00,151.71,151.77,151.6,151.64
2023-02-07 12:00:00+00:00,151.78,152.1,151.68,151.95
2023-02-07 13:00:00+00:00,151.7,152.39,151.19,151.37
2023-02-07 14:00:00+00:00,151.39,152.925,150.33,152.3156
2023-02-07 15:00:00+00:00,152.31,153.19,151.84,152.6
2023-02-07 16:00:00+00:00,152.6,153.5999,152.561,153.014
2023-02-07 17:00:00+00:00,153.015,155.23,152.38,154.8101
2023-02-07 18:00:00+00:00,154.83,155.15,151.36,152.1299
2023-02-07 19:00:00+00:00,152.1162,154.47,152.048,154.22
2023-02-07 20:00:00+00:00,154.22,155.22,153.43,154.64
2023-02-07 21:00:00+00:00,154.64,154.66,153.87,153.96
